iata_code,name,latitude_deg,longitude_deg,municipality,country_name
TFB,Tifalmin Airport,-5.117249,141.418076,Tifalmin,Papua New Guinea
TPI,Tapini Airport,-8.356666667,146.9891667,Tapini,Papua New Guinea
RAB,Tokua Airport,-4.34046,152.380005,Kokopo,Papua New Guinea
TKW,Tekin Airport,-5.243667,142.165194,Tekin,Papua New Guinea
KDQ,Kamberatoro Airport,-3.600556,141.051667,Kamberatoro Mission,Papua New Guinea
TEP,Tep Tep Airport,-5.9553,146.5595,Teptep,Papua New Guinea
TBQ,Tarabo Airport,-6.466666667,145.5322222,Tarabo,Papua New Guinea
TSW,Tsewi Airport,-7.0695,146.1272,Tsewi,Papua New Guinea
TRJ,Tarakbits Airport,-5.614,141.0421,Tarakbits,Papua New Guinea
TFI,Tufi Airport,-9.075954437,149.3198395,Tufi,Papua New Guinea
TBE,Timbunke Airport,-4.196633,143.519222,Timbunke,Papua New Guinea
TWY,Tawa Airport,-7.4463,146.1067,Tawa,Papua New Guinea
TEO,Terapo Airport,-8.169722222,146.1944444,Terapo Mission,Papua New Guinea
TKB,Tekadu Airport,-7.6808,146.5503,Tekadu,Papua New Guinea
UMC,Umba Airport,-7.0214,145.966,Umba,Papua New Guinea
URU,Uroubi Airport,-9.5162,148.5591,Uroubi,Papua New Guinea
UBI,Buin Airport,-6.729166667,155.6833333,Buin,Papua New Guinea
AUV,Aumo Airport,-5.731111111,148.4452778,Aumo,Papua New Guinea
GLP,Gulgubip Airport,-5.2808,141.5411,Gulgubip,Papua New Guinea
UPR,Upiara Airport,-8.5411,142.6503,Upiara,Papua New Guinea
KUX,Kuyol Airport,-5.372361111,141.6238889,,Papua New Guinea
UVO,Uvol Airport,-6.0178,150.9557,Uvol,Papua New Guinea
TLW,Talasea Airport,-5.2726,150.0089,Talasea,Papua New Guinea
TCJ,Torembi Airport,-4.0165,143.1329,Torembi,Papua New Guinea
VAI,Vanimo Airport,-2.6926,141.3028,Vanimo,Papua New Guinea
TON,Tonu Airport,-6.6552,155.4326,Tonu,Papua New Guinea
WUV,Wuvulu Island Airport,-1.736111111,142.8366667,Wuvulu Island,Papua New Guinea
WAO,Wabo Airport,-6.989444444,145.0751111,Wabo,Papua New Guinea
WTT,Wantoat Airport,-6.1325,146.4677778,Wantoat,Papua New Guinea
WBM,Wapenamanda Airport,-5.635293,143.892231,Wapenamanda,Papua New Guinea
WAJ,Wawoi Falls Airport,-6.9523,142.6557,Wavoi Falls,Papua New Guinea
AGL,Wanigela Airport,-9.3375,149.155556,Wanigela,Papua New Guinea
WNU,Wanuma Airport,-4.8961,145.3213,Wanuma,Papua New Guinea
WBC,Wapolu Airport,-9.3376,150.5093,Wapolu,Papua New Guinea
WWK,Wewak International Airport,-3.583830118,143.6690063,Wewak,Papua New Guinea
WOA,Wonenara Airport,-6.796861111,145.8919444,Wonenara,Papua New Guinea
WKN,Wakunai Airport,-5.8603,155.2223,Wakunai,Papua New Guinea
WSU,Wasu Airport,-5.961709449,147.1982253,Wasu,Papua New Guinea
WTP,Woitape Airport,-8.545833,147.2525,Fatima Mission,Papua New Guinea
WUG,Wau Airport,-7.345556,146.718611,Wau,Papua New Guinea
YVD,Yeva Airport,-7.548,146.188,Yeva,Papua New Guinea
SMJ,Sim Airport,-7.75,146.9273,Sim,Papua New Guinea
TLO,Tol Airport,-4.980830193,152.0099945,Tol,Papua New Guinea
WPM,Wipim Airport,-8.78822,142.882004,Wipim,Papua New Guinea
WEP,Weam Airport,-8.6184,141.1381,Weam,Papua New Guinea
KYX,Yalumet Airport,-6.09,147.0117,Yalumet,Papua New Guinea
YEQ,Yenkis(Yankisa) Airport,-5.109722222,143.9176667,,Papua New Guinea
TCK,Tinboli Airport,-4.0949,143.3838,Tinboli,Papua New Guinea
LNF,Munbil Airport,-4.855941,141.220165,,Papua New Guinea
RAX,Oram Airport,-9.632916667,148.0480556,,Papua New Guinea
KPE,Yapsiei Airport,-4.628055556,141.0941667,,Papua New Guinea
KSX,Yasuru Airport,-6.6015,146.1813,Yasuru,Papua New Guinea
ZEN,Zenag Airport,-6.952222222,146.61625,Zenag,Papua New Guinea
SWR,Silur Airport,-4.529888889,153.0544444,Silur Mission,Papua New Guinea
WUM,Wasum Airport,-6.0491,149.337,Wasum,Papua New Guinea
SIZ,Sissano Airport,-2.999444444,142.0445,Sissano,Papua New Guinea
OSG,Ossima Airport,-2.915555556,141.2973056,Ossima,Papua New Guinea
ZXT,Zabrat Airport,40.494884,49.977065,Zabrat,Azerbaijan
AZB,Amazon Bay Airport,-10.29916667,149.3383333,,Papua New Guinea
BAJ,Bali Airport,-4.883333333,149.1333333,Unea Island,Papua New Guinea
BCW,Benguera Island Airport,-21.8533,35.438301,Benguera Island,Mozambique
BCZ,Milyakburra Airport,-13.78083333,136.2016667,Bickerton Island,Australia
JAM,Bezmer Air Base,42.454899,26.3522,Bezmer,Bulgaria
JEG,Aasiaat Airport,68.721802,-52.784698,Aasiaat,Greenland
UAK,Narsarsuaq Airport,61.1605,-45.425999,Narsarsuaq,Greenland
CNP,Neerlerit Inaat Airport,70.743103,-22.650499,Neerlerit Inaat,Greenland
GOH,Nuuk International Airport,64.191066,-51.67914,Nuuk,Greenland
JAV,Ilulissat Airport,69.243202,-51.057098,Ilulissat,Greenland
KUS,Kulusuk Airport,65.573601,-37.1236,Kulusuk,Greenland
JSU,Maniitsoq Airport,65.412498,-52.9394,Maniitsoq,Greenland
JFR,Paamiut Airport,62.014736,-49.670937,Paamiut,Greenland
NAQ,Qaanaaq Airport,77.488602,-69.388702,Qaanaaq,Greenland
SFJ,Kangerlussuaq International Airport,67.010446,-50.715294,Kangerlussuaq,Greenland
JHS,Sisimiut Airport,66.951302,-53.729301,Sisimiut,Greenland
THU,Pituffik Space Base,76.53063,-68.700541,Pituffik,Greenland
JUV,Upernavik Airport,72.790199,-56.1306,Upernavik,Greenland
JQA,Qaarsut Airport,70.7342,-52.696201,Uummannaq,Greenland
BHL,Bahía de los Ángeles Airport,28.9786,-113.560997,Ensenada,Mexico
BHT,Brighton Downs Airport,-23.363333,141.562778,Brighton Downs,Australia
AEY,Akureyri International Airport,65.656573,-18.072018,Akureyri,Iceland
BIU,Bildudalur Airport,65.641296,-23.5462,Bildudalur,Iceland
BGJ,Borgarfjörður eystri Airport,65.516769,-13.81578,Borgarfjörður eystri,Iceland
BLO,Blönduós Airport,65.644997,-20.2875,Blönduós,Iceland
BXV,Breiðdalsvík Airport,64.790037,-14.043927,Breiðdalsvík,Iceland
DJU,Djúpivogur Airport,64.642372,-14.277297,Djúpivogur,Iceland
EGS,Egilsstaðir Airport,65.28330231,-14.40139961,Egilsstaðir,Iceland
FAG,Fagurhólsmýri Airport,63.874699,-16.6411,Fagurhólsmýri,Iceland
GUU,Grundarfjörður Airport,64.991402,-23.224701,Grundarfjörður,Iceland
GJR,Gjögur Airport,65.9953,-21.3269,Gjögur,Iceland
GRY,Grímsey Airport,66.5458,-18.0173,Grímsey/Sandvík,Iceland
HVK,Hólmavík Airport,65.704697,-21.6964,Hólmavík,Iceland
HFN,Hornafjörður Airport,64.295601,-15.2272,Höfn,Iceland
HZK,Húsavík Airport,65.952301,-17.426001,Húsavík,Iceland
IFJ,Ísafjörður Airport,66.058098,-23.1353,Ísafjörður,Iceland
KEF,Keflavik International Airport,63.985001,-22.6056,Reykjavík,Iceland
OPA,Kópasker Airport,66.310799,-16.4667,Kópasker,Iceland
SAK,Sauðárkrókur Airport,65.73169708249999,-19.57279968,Sauðárkrókur,Iceland
NOR,Norðfjörður Airport,65.131897,-13.7464,Norðfjörður,Iceland
RHA,Reykhólar Airport,65.45262908935547,-22.20611572,Reykhólar,Iceland
OLI,Rif Airport,64.911377,-23.818205,Rif,Iceland
RFN,Raufarhöfn Airport,66.406403,-15.9183,Raufarhöfn,Iceland
RKV,Reykjavík Domestic Airport,64.128732,-21.93759,Reykjavík,Iceland
MVA,Mývatn Airport,65.6558,-16.9181,Myvatn,Iceland
SIJ,Siglufjörður Airport,66.137847,-18.908157,Siglufjörður,Iceland
SYK,Stykkishólmur Airport,65.058851,-22.764616,Stykkishólmur,Iceland
TEY,Þingeyri Airport,65.8703,-23.559999,Þingeyri,Iceland
THO,Þórshöfn Airport,66.218459,-15.334739,Þórshöfn,Iceland
VEY,Vestmannaeyjar Airport,63.42430114746094,-20.27890015,Vestmannaeyjar,Iceland
VPN,Vopnafjörður Airport,65.720596,-14.8506,Vopnafjörður,Iceland
BJE,Baleela Airport,11.199444444400001,28.52305556,Baleela Base Camp,Sudan
BJQ,Bahja Airport,19.87305556,56.067777777799996,Bahja,Oman
PRN,Priština Adem Jashari International Airport,42.5728,21.035801,Prishtina,Kosovo
BMQ,Bamburi Airport,-3.983363,39.730982,Bamburi,Kenya
BNV,Boana Airport,-6.426631,146.826697,Boana,Papua New Guinea
BVL,Baures Airport,-13.654426,-63.704718,Baures,Bolivia
BOV,Boang Airport,-3.3834,153.2812,Boang Island,Papua New Guinea
CJZ,Pedro Vieira Moreira Airport,-6.8827,-38.61583,Cajazeiras,Brazil
VDC,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,Vitória da Conquista,Brazil
CMP,Santana do Araguaia Airport,-9.319906,-50.328536,Santana do Araguaia,Brazil
AAI,Arraias Airport,-13.025154,-46.884107,Arraias,Brazil
ITN,Tertuliano Guedes de Pinho Airport,-14.8105,-39.290401,Itabuna,Brazil
LEP,Leopoldina Airport,-21.468226,-42.727076,Leopoldina,Brazil
CPU,Cururupu Airport,-1.820006,-44.864065,Cururupu,Brazil
CTQ,Santa Vitória do Palmar Airport,-33.502038,-53.344911,Santa Vitória do Palmar,Brazil
APY,Alto Parnaíba Airport,-9.08533,-45.955603,Alto Parnaíba,Brazil
JRN,Juruena Airport,-10.305833,-58.489445,Juruena,Brazil
STZ,Santa Terezinha Airport,-10.464722,-50.518612,Santa Terezinha,Brazil
MTG,Vila Bela da Santíssima Trindade Airport,-14.995499,-59.945662,Vila Bela Da Santíssima Trindade,Brazil
ALT,Alenquer Municipal Airport,-1.917,-54.7231,Alenquer,Brazil
BSV,Besakoa Airport,-15.6725,47.061667,Besakoa,Madagascar
BTZ,Betong International Airport,5.79,101.15,Betong,Thailand
HUK,Hukuntsi Airport,-23.9897,21.758101,Hukuntsi,Botswana
BWJ,Bawan Airport,-6.396944444,146.8816667,,Papua New Guinea
TXC,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,Orsha,Belarus
BYA,Boundary Airport,64.077678,-141.122088,Boundary,United States
BYL,Bella Yella Airport,7.369166667,-9.993722222,Beliyela,Liberia
BCV,Hector Silva Airstrip,17.269603,-88.776496,Belmopan,Belize
BGK,Big Creek Airport,16.519369,-88.407913,Big Creek,Belize
CUK,Caye Caulker Airport,17.735015,-88.032862,Caye Caulker,Belize
CYC,Caye Chapel Airport,17.683792,-88.044985,Caye Chapel,Belize
CZH,Corozal Airport,18.3822,-88.411903,Corozal,Belize
DGA,Dangriga Airport,16.98251,-88.230988,Dangriga,Belize
INB,Independence Airport,16.53456,-88.441615,Independence,Belize
MDB,Melinda Airport,17.004299,-88.304199,Melinda,Belize
ORZ,H.E Alfredo Martinez (Tower Hill) Airstrip,18.046767,-88.583858,Orange Walk,Belize
PND,Punta Gorda Airport,16.1024,-88.808296,Punta Gorda,Belize
SJX,Sartaneja Airport,18.3561,-88.130798,Sartaneja,Belize
SPR,John Greif II Airport,17.9139,-87.9711,San Pedro,Belize
SQS,Matthew Spain Airport,17.185898,-89.009936,Spanish Lookout,Belize
STU,Santa Cruz Airport,18.27210045,-88.45629883,Santa Cruz,Belize
SVK,Silver Creek Airport,16.728338,-88.369174,Silver Creek,Belize
TZA,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,Belize City,Belize
BZB,Bazaruto Island Airport,-21.5411,35.4729,Bazaruto Island,Mozambique
BZM,Bemolanga Airport,-17.6925,45.08883333,Bemolanga,Madagascar
PFM,Primrose Airport,55.390002,-111.1198,Primrose,Canada
YSV,Saglek Airport,58.474312,-62.653999,Saglek,Canada
YRR,Stuart Island Airstrip,50.409447,-125.131617,Big Bay,Canada
YMV,Mary River Aerodrome,71.324167,-79.356944,Mary River,Canada
PYS,Paradise Skypark Airport,39.71029,-121.616528,Paradise,United States
YZZ,Trail Regional Airport,49.055599,-117.609001,Trail,Canada
YMB,Merritt Airport,50.122504,-120.745368,Merritt,Canada
CJH,Chilko Lake (Tsylos Park Lodge) Airport,51.625797,-124.144478,Chilko Lake,Canada
YCA,Courtenay Airpark,49.679237,-124.98064,Courtenay,Canada
CFQ,Creston Valley Regional Airport - Art Sutcliffe Field,49.03689957,-116.4980011,Creston,Canada
YAA,Anahim Lake Airport,52.451501,-125.303776,Anahim Lake,Canada
DGF,Douglas Lake Airport,50.16546005,-120.1712734,Douglas Lake,Canada
JHL,Fort MacKay/Albian Aerodrome,57.223899841299996,-111.4189987,Albian Village,Canada
DUQ,Duncan Airport,48.754534,-123.709702,Duncan,Canada
YHS,Sechelt-Gibsons Airport,49.460601806599996,-123.7190018,Sechelt,Canada
XQU,Qualicum Beach Airport,49.337456,-124.393086,Qualicum Beach,Canada
YMP,Port McNeill Airport,50.57348,-127.027702,Port McNeill,Canada
YZA,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,Cache Creek,Canada
ZEL,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,Bella Bella,Canada
CBC,Cherrabun Airport,-18.91777778,125.5377778,,Australia
YPB,Alberni Valley Regional Airport,49.321899,-124.931,Port Alberni,Canada
YBO,Bob Quinn Lake Airport,56.966702,-130.25,Bob Quinn Lake,Canada
TNS,Tungsten (Cantung) Airport,61.95690155,-128.2030029,Tungsten,Canada
TUX,Tumbler Ridge Airport,55.02500153,-120.9349976,Tumbler Ridge,Canada
YWM,Williams Harbour Airport,52.567377,-55.784883,Williams Harbour,Canada
YSO,Postville Airport,54.9105,-59.78507,Postville,Canada
YBI,Black Tickle Airport,53.469836,-55.787501,Black Tickle,Canada
YHG,Charlottetown Airport,52.765774,-56.11237,Charlottetown,Canada
YFX,St. Lewis (Fox Harbour) Airport,52.372799,-55.673901,St. Lewis,Canada
YHA,Port Hope Simpson Airport,52.528099060058594,-56.28609848,Port Hope Simpson,Canada
YRG,Rigolet Airport,54.17969894,-58.45750046,Rigolet,Canada
KGN,Kasongo-Lunda Airport,-6.468027,16.805012,Kasongo-Lunda,Democratic Republic of the Congo
DVK,Diavik Airport,64.51139832,-110.2890015,Diavik,Canada
JOJ,Doris Lake,68.12527466,-106.5852814,Hope Bay,Canada
ZFW,Fairview Airport,56.08140183,-118.4349976,Fairview,Canada
YJP,Jasper-Hinton Airport,53.319199,-117.752998,Hinton,Canada
YLE,Whatì Airport,63.13169860839844,-117.2460022,Whatì,Canada
YDC,Drayton Valley Industrial Airport,53.26580048,-114.9599991,Drayton Valley,Canada
NML,Fort McMurray / Mildred Lake Airport,57.05559921,-111.5739975,Fort McMurray,Canada
CFM,Conklin (Leismer) Airport,55.695301,-111.278999,Conklin,Canada
KWD,Kavadja Airport,7.964938,23.526018,Kavadja,Central African Republic
GSL,Taltheilei Narrows Airport,62.59809875,-111.5429993,Taltheilei Narrows,Canada
XMP,Macmillan Pass Airport,63.18109894,-130.2019959,Macmillan Pass,Canada
DAS,Great Bear Lake Airport,66.703053,-119.716816,Great Bear Lake,Canada
YFI,Fort Mackay / Firebag,57.275833,-110.976666,Suncor Energy Site,Canada
YOE,Donnelly Airport,55.7094,-117.094002,Donnelly,Canada
TIL,Cheadle Airport,51.05749893,-113.6240005,Cheadle,Canada
OKG,Okoyo Airport,-1.448330045,15.07330036,Okoyo,Republic of the Congo
CGG,Casiguran Airport,16.1941,122.0651,Casiguran,Philippines
GHK,Gahcho Kue,63.435198,-109.144812,Kennedy Lake,Canada
CHP,Circle Hot Springs Airport,65.48549652,-144.6109924,Circle Hot Springs,United States
LRQ,Laurie River Airport,56.24860001,-101.3040009,Laurie River,Canada
YDJ,Hatchet Lake Airport,58.66249847,-103.538002,Hatchet Lake,Canada
YDU,Kasba Lake Airport,60.29190063,-102.5019989,Kasba Lake,Canada
XCL,Cluff Lake Airport,58.39110184,-109.5159988,Cluff Lake,Canada
YKE,Knee Lake Airport,54.915298,-94.798103,Knee Lake,Canada
SUR,Summer Beaver Airport,52.70859909057617,-88.54190063,Summer Beaver,Canada
CKD,Crooked Creek Airport,61.870315,-158.137636,Crooked Creek,United States
YTT,Tisdale Airport,52.83670044,-104.0670013,Tisdale,Canada
YAX,Wapekeka Airport,53.84920120239258,-89.57939911,Angling Lake,Canada
WNN,Wunnumin Lake Airport,52.893902,-89.2892,Wunnumin Lake,Canada
YBS,Opapimiskan Lake Airport,52.6067009,-90.37689972,Opapimiskan Lake,Canada
YNO,North Spirit Lake Airport,52.49000168,-92.97109985,North Spirit Lake,Canada
CKR,Crane Island Airstrip,48.5978,-122.9979,Crane Island,United States
CKU,Cordova Municipal Airport,60.54389954,-145.727005,Cordova,United States
YDW,North of Sixty Airport,60.315719,-103.131324,Obre Lake,Canada
CKX,Chicken Airport,64.066495,-141.951342,Chicken,United States
CMT,New Cametá Airport,-2.2468,-49.56,Cametá,Brazil
CMZ,Caia Airport,-17.8331,35.3341,Caia,Mozambique
ZKL,Zigong Fengming Airport,29.376484,104.625789,Zigong (Gongjing),China
BZX,Bazhong Enyang Airport,31.73842,106.644872,Bazhong,China
DFA,Shangluo Airport,33.708533,110.249284,Shangluo (Danfeng),China
HSC,Shaoguan Danxia Airport,24.9786,113.420998,Shaoguan,China
JGS,Jinggangshan Airport,26.856899,114.737,Ji'an,China
JNH,Jiaxing Airport / Jiaxing Air Base,30.705535,120.679779,"Xiuzhou, Hangzhou",China
DWS,Morin Dawa Banner Airport,48.38745,124.43127,Hulunbuir,China
LCT,Shijiazhuang Luancheng Airport,37.91305,114.59166,Shijiazhuang,China
WHN,Wuhan Hannan Municipal Airport,30.25521,114.062805,Wuhan (Hannan),China
PFA,Harbin Pingfang Airport,45.59886,126.65808,Harbin,China
PNJ,Penglai Shahekou Airport,37.80473,120.80954,Yantai,China
CBZ,Binzhou Dagao General Aviation Airport,37.61055,117.885699,Binzhou,China
DDR,Rikaze Dingri Airport,28.604567,86.798,Xigazê (Dingri),China
HQL,Tashikuergan Hongqilafu Airport,37.661333,75.288877,Tashikuergan,China
HEW,Dongyang Hengdian General Airport,29.122619,120.24289,Jinhua (Dongyang),China
JDE,Jiande Qiandaohu General Airport,29.360905,119.180829,Hangzhou,China
HLJ,Zhaodong Beidahuang General Airport,46.12779,125.77354,Suihua,China
TYC,Taiyuan Yaocheng Airport,37.50312,112.424126,Taiyuan,China
WRH,Wuerhe Airport,46.01761,85.657436,Orku,China
JRJ,Ganzhou Ruijin Airport,25.960236,116.077016,Ganzhou,China
APJ,Ali Pulan Airport,30.397898,81.13317,Burang Town,China
ZFL,Zhaosu Tianma Airport,43.088477,81.223013,Zhaosu,China
YEH,Yinchuan Yueyahu Airport,38.588095,106.539788,Yinchuan,China
LCS,Longchuan Guangsong Airport,24.26652,97.9048,Dehong (Longchuan),China
LFH,Lanping Fenghua General Airport,26.64518,99.54419,Lanping Bai,China
BZJ,Bozhou Airport (under construction),33.560777,115.911859,Bozhou,China
BKV,Bailing Airport,41.656944,110.3125,Bailingmiao,China
HJB,Hejing Bayinbuluke Airport,42.976395,83.995543,Hejing,China
OTQ,Otog Front Banner Oljoq Airport,38.1712,107.3905,Otog Front Banner,China
JBK,Qitai Jiangbulake Airport,44.166086,89.55014,Qitai,China
ZAT,Zhaotong Zhaoyang Airport （Not fully opened),27.205843,103.691511,Zhaotong,China
LIJ,Lishui Airport,28.3727,119.839,Lishui (Liandu),China
YHJ,Nanchang Yaohu Airport,28.700972,116.107694,Nanchang,China
OTO,Otog Banner Wulan Airport,39.03139,107.98889,Wulan,China
NAY,Beijing Nanyuan Airport,39.782158,116.386299,Beijing,China
BFY,Bengbu Tenghu Airport (U.C.),33.165808,117.057295,Bengbu,China
XBE,Bearskin Lake Airport,53.965599060058594,-91.02719879,Bearskin Lake,Canada
YNP,Natuashish Airport,55.913898,-61.184399,Natuashish,Canada
YPD,Parry Sound Area Municipal Airport,45.2575,-79.829697,Parry Sound,Canada
XBR,Brockville - Thousand Islands Regional Tackaberry Airport,44.63940048,-75.75029755,Brockville,Canada
KIF,Kingfisher Lake Airport,53.01250076293945,-89.8553009,Kingfisher Lake,Canada
LCR,Virgilio Barco Vargas (La Chorrera) Airport,-1.456361,-72.801086,La Chorrera,Colombia
YEB,Bar River Airport,46.421233,-84.096478,Echo Bay,Canada
CPI,Cape Orford Airport,-5.448333333,152.0819444,,Papua New Guinea
KEW,Keewaywin Airport,52.9911,-92.836403,Keewaywin,Canada
ACO,Cóbano Airport,9.693365,-85.091216,Cóbano,Costa Rica
KFM,Kirby Lake Airport,55.355598,-110.637001,Kirby Lake,Canada
YSA,Sable Island Airport.,43.928235,-59.948986,Sable Island,Canada
YLS,Lebel-sur-Quevillon Airport,49.03030014,-77.01719666,Lebel-sur-Quévillon,Canada
YNX,Snap Lake Airport,63.593601,-110.905998,Snap Lake Mine,Canada
SSQ,La Sarre Airport,48.91719818,-79.1785965,La Sarre,Canada
YKU,Chisasibi Airport,53.805599212646484,-78.91690063,Chisasibi,Canada
ZTB,Tête-à-la-Baleine Airport,50.674400329589844,-59.38359833,Tête-à-la-Baleine,Canada
ZKG,Kégashka Airport,50.195801,-61.2658,Côte-Nord-du-Golfe-du-Saint-Laurent,Canada
CTP,Carutapera Airport,-1.225365,-46.019057,Carutapera,Brazil
YAU,Donaldson Airport,61.662201,-73.321404,Kattiniq,Canada
ZGS,La Romaine Airport,50.259553,-60.674357,Le Golfe-du-Saint-Laurent,Canada
YFG,Fontanges Airport,54.55390167,-71.1733017,Fontanges,Canada
ZLT,La Tabatière Airport,50.8307991,-58.9756012,La Tabatière,Canada
CUJ,Culion Airport,11.8553,119.9378,Culion,Philippines
CVL,Cape Vogel Airport,-9.67,150.0197222,,Papua New Guinea
CXC,Chitina Airport,61.582901,-144.427002,Chitina,United States
YAB,Arctic Bay Airport,73.006101,-85.04616,Arctic Bay,Canada
YAC,Cat Lake Airport,51.7272,-91.824402,Cat Lake,Canada
YAR,La Grande-3 Airport,53.57170105,-76.1964035,La Grande-3,Canada
YAG,Fort Frances Municipal Airport,48.655749,-93.44349,Fort Frances,Canada
YAH,La Grande-4 Airport,53.75469971,-73.6753006,La Grande-4,Canada
YAL,Alert Bay Airport,50.582199,-126.916,Alert Bay,Canada
YAM,Sault Ste Marie Airport,46.483216,-84.508467,Sault Ste Marie,Canada
XKS,Kasabonika Airport,53.52470016479492,-88.64279938,Kasabonika,Canada
YKG,Kangirsuk Airport,60.027199,-69.999199,Kangirsuk,Canada
